"Site","Watershed","Record.Type","ISCO_number","Date","Year","Month","Day","Hour","Season","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","NO3_ueq_L","SO4_ueq_L","NH4_ueq_L","total_N_ppm","DOC_mg_L","DIC_mg_L","Al_ppb","Al_org_ppb","Cl_ueq_L","Si_mg_L","total_P_ppb","H_ueq_L","ANC_ueq_L","HCO3_ueq_L","pH_closed_cell","pH_air_eqll","pH_initial","pH_uneqll_older_samples","sp_conductance_us_cm","SUVA"
"WB3","WB","REG",,1991-02-26,1991,2,26,13,"WINTER",94,42,7.2,86,42.2,115,1.4,,1.1,0.5,65,31,66,2.5,,0.81,7.2,6.83,5.67,6.09,,,30.1,
"WB3","WB","REP",,1991-02-26,1991,2,26,13,"WINTER",95,42,7.2,86,41.3,115,1.4,,1.1,0.5,64,31,65,2.5,,0.83,7.2,9.71,5.85,6.08,,,30,
"EB8","EB","REG",,1991-02-26,1991,2,26,14,"WINTER",82,32,5.4,79,20.7,108,1.4,,1.1,0.5,94,36,64,1.9,,1.17,5.4,7.38,5.66,5.93,,,26,
"EB8","EB","ISCO",4,1991-03-01,1991,3,1,16,"SPRING",85,33,5.4,81,19.2,109,1.4,,1.4,,102,,66,2,,1,8.8,,5.83,6,,,25.6,
"WB3","WB","ISCO",4,1991-03-01,1991,3,1,16,"SPRING",96,42,6.9,86,38.9,114,1.4,,1,,68,,64,2.6,,0.6,10.4,,5.95,6.22,,,29,
"EB8","EB","ISCO",5,1991-03-02,1991,3,2,14,"SPRING",83,32,8.2,76,29.9,95,1.4,,2.1,,137,,54,1.4,,1.86,5.6,,5.59,5.73,,,25.8,
"WB3","WB","ISCO",5,1991-03-02,1991,3,2,14,"SPRING",86,38,9.2,71,38.5,98,1.4,,1.9,,105,,52,1.7,,0.83,9.2,,5.84,6.08,,,25.9,
"EB8","EB","ISCO",6,1991-03-02,1991,3,2,16,"SPRING",75,30,8.2,67,34.1,91,1.4,,2.4,,222,,50,1.3,,3.63,2.1,,5.33,5.44,,,24.5,
"WB3","WB","ISCO",6,1991-03-02,1991,3,2,16,"SPRING",95,40,9.2,69,48.8,104,1.4,,2.1,,141,,50,1.6,,1.17,10.5,,5.73,5.93,,,27,
"EB8","EB","ISCO",7,1991-03-02,1991,3,2,18,"SPRING",73,30,7.4,65,33.8,92,1.4,,2.5,,266,,50,1.3,,4.57,0.6,,5.29,5.34,,,24.7,
"WB3","WB","ISCO",7,1991-03-02,1991,3,2,18,"SPRING",105,44,10.5,70,61.2,129,3.88,,1.9,,266,,53,1.6,,4.57,-0.5,,5.25,5.34,,,32.4,
"EB8","EB","ISCO",8,1991-03-02,1991,3,2,20,"SPRING",72,30,6.6,64,34.8,94,1.4,,2.5,,292,,49,1.4,,5.37,-0.9,,5.24,5.27,,,24.9,
"WB3","WB","ISCO",8,1991-03-02,1991,3,2,20,"SPRING",111,48,13.8,73,79.4,168,11.1,,2.1,,570,,55,1.6,,9.33,-4.8,,4.98,5.03,,,40.9,
"EB8","EB","ISCO",12,1991-03-03,1991,3,3,4,"SPRING",73,30,6.4,63,41.3,95,1.4,,2.2,,296,,47,1.3,,5.5,-1.4,,5.2,5.26,,,25.4,
"WB3","WB","ISCO",12,1991-03-03,1991,3,3,4,"SPRING",117,51,11,75,85.8,162,4.99,,1.8,,588,,56,1.6,,8.91,-4.2,,5,5.05,,,40.7,
"EB8","EB","ISCO",16,1991-03-03,1991,3,3,12,"SPRING",74,30,6.4,64,40.7,95,1.4,,2,,278,,48,1.3,,5.01,-0.9,,5.23,5.3,,,25.3,
"WB3","WB","ISCO",16,1991-03-03,1991,3,3,12,"SPRING",117,49,10.5,73,87.8,160,2.77,,1.7,,576,,54,1.6,,9.55,-5.4,,4.97,5.02,,,40,
"EB8","EB","ISCO",23,1991-03-03,1991,3,3,24,"SPRING",79,30,5.9,66,40.6,95,1.4,,1.8,,232,,48,1.4,,3.98,0,,5.33,5.4,,,25.4,
"WB3","WB","ISCO",23,1991-03-03,1991,3,3,24,"SPRING",121,50,9.7,75,87.1,151,1.4,,1.5,,454,,55,1.7,,7.76,-3.4,,5.07,5.11,,,39.2,
"EB8","EB","ISCO",24,1991-03-04,1991,3,4,4,"SPRING",78,30,6.1,65,40.6,96,1.4,,1.8,,220,,49,1.4,,4.07,-0.8,,5.29,5.39,,,24.8,
"WB3","WB","ISCO",24,1991-03-04,1991,3,4,4,"SPRING",125,50,9.2,76,87.6,152,1.4,,1.5,,432,,55,1.7,,6.76,-3.7,,5.04,5.17,,,37.6,
"EB8","EB","REG",,1991-03-06,1991,3,6,14,"SPRING",78,30,5.6,66,32.9,98,1.4,,1.5,0.4,189,56,49,1.4,,4.17,0.1,3.18,5.39,5.38,,,24.3,
"EB8","EB","REP",,1991-03-06,1991,3,6,14,"SPRING",78,30,5.4,66,33.4,99,1.4,,1.5,0.4,190,58,50,1.4,,3.8,0.2,2.92,5.35,5.42,,,24.3,
"WB3","WB","DUP",,1991-03-06,1991,3,6,14,"SPRING",119,48,8.2,76,76.4,141,1.4,,1.5,0.4,318,39,54,1.7,,6.46,-5.1,1.88,5.18,5.19,,,35.6,
"WB3","WB","REG",,1991-03-06,1991,3,6,14,"SPRING",119,48,8.2,76,77.9,142,1.4,,1.4,0.4,324,46,54,1.7,,6.61,-3,1.81,5.15,5.18,,,35.5,
"EB8","EB","ISCO",2,1991-03-07,1991,3,7,12,"SPRING",80,30,5.9,67,33.2,101,1.4,,1.5,,176,,51,1.6,,3.16,1.9,,5.4,5.5,,,24.1,
"WB3","WB","ISCO",1,1991-03-07,1991,3,7,12,"SPRING",120,48,8.7,76,76.2,142,1.4,,1.4,,324,,57,1.8,,5.75,-2.6,,5.12,5.24,,,35.3,
"EB8","EB","ISCO",3,1991-03-07,1991,3,7,14,"SPRING",62,25,6.4,54,26.3,84,1.4,,2.3,,240,,39,1.1,,5.01,0.7,,5.2,5.3,,,21,
"WB3","WB","ISCO",2,1991-03-07,1991,3,7,14,"SPRING",95,39,8.9,63,61.1,123,1.4,,1.8,,356,,45,1.4,,7.08,-3.8,,5.06,5.15,,,30.5,
"EB8","EB","ISCO",4,1991-03-07,1991,3,7,16,"SPRING",64,26,6.9,54,29.8,89,1.4,,2.5,,308,,39,1.1,,6.61,-3.2,,5.1,5.18,,,22.6,
"WB3","WB","ISCO",3,1991-03-07,1991,3,7,16,"SPRING",102,44,11.5,64,72.9,151,3.32,,2.1,,609,,45,1.4,,10.7,-8.5,,4.87,4.97,,,36.8,
"EB8","EB","ISCO",5,1991-03-07,1991,3,7,18,"SPRING",66,26,6.9,56,31.7,89,1.4,,2.4,,316,,40,1.2,,6.61,-5.8,,5.09,5.18,,,23.2,
"WB3","WB","ISCO",4,1991-03-07,1991,3,7,18,"SPRING",105,44,11.5,64,78.1,158,3.32,,2.3,,628,,46,1.4,,11.2,-6.7,,4.89,4.95,,,37.6,
"EB8","EB","ISCO",7,1991-03-07,1991,3,7,22,"SPRING",69,27,6.4,57,32.2,93,1.4,,2.2,,296,,42,1.2,,5.89,-5.1,,5.13,5.23,,,23.3,
"WB3","WB","ISCO",6,1991-03-07,1991,3,7,22,"SPRING",109,45,10.2,65,78.3,153,1.4,,1.9,,593,,46,1.5,,9.77,-4.2,,4.94,5.01,,,36.9,
"EB8","EB","ISCO",11,1991-03-08,1991,3,8,6,"SPRING",73,28,5.6,59,32.7,96,1.4,,1.9,,256,,44,1.4,,4.9,-1.4,,5.19,5.31,,,23.5,
"WB3","WB","ISCO",10,1991-03-08,1991,3,8,6,"SPRING",111,46,9.5,68,78,148,1.4,,1.7,,500,,47,1.6,,8.13,-5.6,,4.97,5.09,,,36.4,
"EB8","EB","DUP",,1991-03-12,1991,3,12,13,"SPRING",76,30,5.6,67,25.1,100,1.4,,1.4,0.4,161,42,50,1.7,,2.29,4.6,3.94,5.47,5.64,,,23.3,
"EB8","EB","REG",,1991-03-12,1991,3,12,13,"SPRING",76,30,5.6,67,24.5,100,1.4,,1.5,0.4,166,62,50,1.7,,2.4,3.3,3.95,5.46,5.62,,,23.2,
"WB3","WB","REG",,1991-03-12,1991,3,12,13,"SPRING",106,44,7.9,76,58.8,129,1.4,,1.1,0.4,222,45,52,2.1,,3.89,2.1,3.44,5.44,5.41,,,31,
"EB8","EB","ISCO",7,1991-03-18,1991,3,18,16,"SPRING",76,30,5.9,70,21.6,103,1.4,,1.5,,130,,51,1.8,,1.95,4.2,,5.47,5.71,,,23.3,
"WB3","WB","ISCO",7,1991-03-18,1991,3,18,16,"SPRING",99,41,7.7,78,48.2,121,1.4,,1.2,,144,,53,2.3,,2.69,2.7,,5.39,5.57,,,29.3,
"EB8","EB","ISCO",8,1991-03-19,1991,3,19,6,"SPRING",68,26,5.9,61,18.8,90,1.4,,1.9,,158,,45,1.4,,2.4,3.2,,5.4,5.62,,,21.2,
"WB3","WB","ISCO",8,1991-03-19,1991,3,19,6,"SPRING",92,38,7.7,70,43.1,110,1.4,,1.6,,182,,46,1.9,,2.82,3.1,,5.35,5.55,,,26.8,
"EB8","EB","ISCO",9,1991-03-19,1991,3,19,8,"SPRING",64,25,6.9,59,18.6,88,1.4,,2,,180,,40,1.4,,3.09,2.1,,5.37,5.51,,,20.6,
"WB3","WB","ISCO",9,1991-03-19,1991,3,19,8,"SPRING",92,37,7.7,66,47.2,108,1.4,,1.7,,214,,43,1.7,,3.98,2.2,,5.27,5.4,,,27.4,
"EB8","EB","ISCO",10,1991-03-19,1991,3,19,10,"SPRING",64,25,6.1,59,19.3,90,1.4,,2.2,,190,,40,1.4,,3.24,3,,5.36,5.49,,,20.8,
"WB3","WB","ISCO",10,1991-03-19,1991,3,19,10,"SPRING",97,39,7.7,66,56.5,121,1.4,,1.6,,293,,43,1.6,,6.31,-1.1,,5.09,5.2,,,29.7,
"EB8","EB","ISCO",11,1991-03-19,1991,3,19,12,"SPRING",63,25,5.9,59,20,90,1.4,,2.2,,214,,38,1.3,,4.17,2.1,,5.29,5.38,,,20.9,
"WB3","WB","ISCO",11,1991-03-19,1991,3,19,12,"SPRING",101,40,7.9,66,62.7,128,1.4,,1.7,,388,,41,1.6,,8.32,-2.3,,5,5.08,,,32,
"EB8","EB","ISCO",13,1991-03-19,1991,3,19,16,"SPRING",63,26,5.9,57,22,91,1.4,,2.2,,232,,39,1.3,,4.47,-0.9,,5.21,5.35,,,21.4,
"WB3","WB","ISCO",13,1991-03-19,1991,3,19,16,"SPRING",106,42,8.4,67,71.2,139,1.4,,1.8,,466,,43,1.6,,8.71,-3.8,,4.93,5.06,,,34.3,
"EB8","EB","ISCO",16,1991-03-19,1991,3,19,22,"SPRING",65,26,5.1,58,23.6,93,1.4,,2.1,,235,,38,1.3,,4.37,0.2,,5.23,5.36,,,22,
"WB3","WB","ISCO",16,1991-03-19,1991,3,19,22,"SPRING",108,43,8.4,67,73.4,139,1.4,,1.8,,486,,42,1.6,,8.32,-5.5,,4.93,5.08,,,34.7,
"EB8","EB","ISCO",20,1991-03-20,1991,3,20,6,"SPRING",68,26,5.4,60,23.9,94,1.4,,2.1,,204,,39,1.4,,3.63,1.2,,5.27,5.44,,,22.1,
"WB3","WB","ISCO",20,1991-03-20,1991,3,20,6,"SPRING",109,44,8.2,69,70.4,138,1.4,,1.5,,418,,44,1.7,,7.41,-3.9,,4.99,5.13,,,34,
"EB8","EB","ISCO",24,1991-03-20,1991,3,20,14,"SPRING",68,26,5.4,60,22.6,95,1.4,,2.1,,190,,40,1.4,,3.55,0.9,,5.32,5.45,,,22,
"WB3","WB","ISCO",24,1991-03-20,1991,3,20,14,"SPRING",107,41,8.2,69,65,133,1.4,,1.5,,338,,43,1.7,,6.46,-2.3,,5.05,5.19,,,32.4,
"EB8","EB","REG",,1991-03-21,1991,3,21,7,"SPRING",70,27,5.4,64,22.1,97,1.4,,1.8,0.4,182,103,42,1.5,,2.75,0.9,3.54,5.43,5.56,,,22.5,
"WB3","WB","DUP",,1991-03-21,1991,3,21,7,"SPRING",106,44,8.7,76,64.1,132,1.4,,1.4,0.4,296,60,49,1.9,,4.79,-1.2,2.32,5.23,5.32,,,32.1,
"WB3","WB","REG",,1991-03-21,1991,3,21,7,"SPRING",106,44,8.7,76,64.4,132,1.4,,1.4,0.4,310,43,49,1.9,,4.9,-1.4,2.16,5.22,5.31,,,32.4,
"WB3","WB","ISCO",2,1991-03-22,1991,3,22,16,"SPRING",106,42,7.9,74,58.4,130,1.4,,1.3,,201,,50,2,,5.25,-2,,5.24,5.28,,,31.9,
"WB3","WB","ISCO",4,1991-03-24,1991,3,24,16,"SPRING",100,41,7.4,74,52.9,126,1.4,,1.2,,170,,50,2.1,,3.98,-1.9,,5.27,5.4,,,30.3,
"EB8","EB","REG",,1991-03-26,1991,3,26,12,"SPRING",73,28,5.4,66,18.2,103,1.4,,1.5,0.4,139,51,49,1.7,,1.91,4.1,3.88,5.44,5.72,,,23.1,
"WB3","WB","REG",,1991-03-26,1991,3,26,12,"SPRING",98,40,7.4,75,48.8,123,1.4,,1.1,0.4,157,41,53,2.2,,3.24,1.5,3.53,5.44,5.49,,,29.9,
"WB3","WB","REP",,1991-03-26,1991,3,26,12,"SPRING",98,40,7.4,74,49.9,124,1.4,,1.1,0.4,151,40,51,2.2,,3.02,2,3.31,5.41,5.52,,,29.9,
"WB3","WB","ISCO",1,1991-03-27,1991,3,27,16,"SPRING",95,39,7.4,73,45.5,121,1.4,,1.4,,158,,48,2.1,,2.51,2.4,,5.42,5.6,,,28.3,
"WB3","WB","ISCO",3,1991-03-28,1991,3,28,4,"SPRING",95,39,7.7,66,49.7,119,1.4,,1.7,,204,,43,1.7,,3.89,0.8,,5.26,5.41,,,28.5,
"WB3","WB","ISCO",6,1991-03-28,1991,3,28,10,"SPRING",102,43,7.7,67,62,141,1.4,,1.7,,402,,44,1.6,,6.92,-2.2,,5.05,5.16,,,32.9,
"WB3","WB","ISCO",8,1991-03-28,1991,3,28,14,"SPRING",103,44,7.9,64,65.2,148,1.4,,1.7,,484,,42,1.5,,7.76,-3,,5,5.11,,,34.4,
"WB3","WB","ISCO",9,1991-03-28,1991,3,28,16,"SPRING",102,43,7.7,64,65.2,149,1.4,,1.7,,506,,42,1.5,,7.94,-4.7,,4.98,5.1,,,34.7,
"WB3","WB","ISCO",10,1991-03-28,1991,3,28,18,"SPRING",105,44,7.9,64,68.9,156,1.4,,1.7,,488,,42,1.6,,8.13,-5,,4.98,5.09,,,34.7,
"WB3","WB","ISCO",12,1991-03-28,1991,3,28,22,"SPRING",105,44,7.7,64,69.1,155,1.4,,1.6,,474,,42,1.6,,7.41,-4.3,,5.08,5.13,,,34.4,
"WB3","WB","ISCO",16,1991-03-29,1991,3,29,6,"SPRING",105,44,7.7,66,63.4,142,1.4,,1.6,,432,,43,1.7,,6.76,-2.6,,5.05,5.17,,,33.7,
"WB3","WB","ISCO",19,1991-03-29,1991,3,29,12,"SPRING",105,43,7.7,67,61.4,143,1.4,,1.5,,378,,43,1.7,,5.75,-1.2,,5.09,5.24,,,33.2,
"WB3","WB","ISCO",21,1991-03-29,1991,3,29,16,"SPRING",105,42,7.7,67,60.2,142,1.4,,1.6,,368,,43,1.7,,5.62,-3.4,,5.08,5.25,,,32.6,
"WB3","WB","ISCO",24,1991-03-29,1991,3,29,22,"SPRING",104,42,7.7,67,63.1,146,1.4,,1.6,,362,,43,1.7,,5.37,-0.4,,5.13,5.27,,,32.6,
"EB8","EB","REG",,1991-04-02,1991,4,2,11,"SPRING",69,26,5.1,61,18.1,105,1.4,,1.6,,165,69,42,1.6,,2.88,1.6,,5.47,5.54,,,21.9,
"EB8","EB","REP",,1991-04-02,1991,4,2,11,"SPRING",69,26,5.1,61,18.4,105,1.4,,1.6,,165,70,43,1.6,,2.95,1.2,,5.4,5.53,,,21.9,
"WB3","WB","DUP",,1991-04-02,1991,4,2,11,"SPRING",98,40,7.7,72,52.4,134,1.4,,1.3,0.4,189,45,48,2.1,,3.89,-1.1,2.9,5.37,5.41,,,29.8,
"WB3","WB","REG",,1991-04-02,1991,4,2,11,"SPRING",96,41,7.9,72,52.8,136,1.4,,1.2,,188,,48,2.1,,3.98,-1.7,,5.35,5.4,,,29.7,
"EB8","EB","ISCO",2,1991-04-03,1991,4,3,16,"SPRING",67,26,5.4,62,17.6,102,1.4,,1.5,,145,,42,1.5,,3.02,2,,5.41,5.52,,,21.7,
"WB3","WB","ISCO",2,1991-04-03,1991,4,3,16,"SPRING",97,39,7.4,71,49.8,126,1.4,,1.2,,200,,46,2,,3.98,-0.7,,5.24,5.4,,,29.7,
"WB3","WB","ISCO",3,1991-04-03,1991,4,3,16,"SPRING",97,40,7.7,70,54.5,132,1.4,,1.3,,214,,45,1.9,,4.17,0.5,,5.23,5.38,,,30.3,
"EB8","EB","ISCO",3,1991-04-04,1991,4,4,16,"SPRING",68,26,5.4,62,18.2,101,1.4,,1.6,,148,,41,1.5,,2.88,2.1,,5.42,5.54,,,21.7,
"EB8","EB","ISCO",5,1991-04-05,1991,4,5,16,"SPRING",68,26,5.4,60,18,99,1.4,,1.6,,158,,39,1.4,,3.31,0.6,,5.34,5.48,,,21.7,
"WB3","WB","ISCO",8,1991-04-05,1991,4,5,16,"SPRING",99,40,7.7,67,53.3,140,1.4,,1.3,,277,,42,1.8,,5.25,-1.2,,5.16,5.28,,,31.2,
"WB3","WB","REG",,1991-04-09,1991,4,9,10,"SPRING",100,39,7.7,65,57.8,145,1.4,,1.3,0.4,344,56,39,1.7,,7.08,-3.2,1.63,5.14,5.15,,,31.4,
"EB8","EB","DUP",,1991-04-09,1991,4,9,11,"SPRING",64,26,5.9,59,17.9,103,1.4,,1.6,0.4,203,63,37,1.4,,3.98,0.6,2.4,5.28,5.4,,,21.5,
"EB8","EB","REG",,1991-04-09,1991,4,9,11,"SPRING",64,25,5.6,58,17.8,104,1.4,,1.6,0.4,202,58,37,1.4,,4.07,-0.5,2.33,5.28,5.39,,,21.4,
"EB8","EB","ISCO",1,1991-04-09,1991,4,9,16,"SPRING",67,26,5.1,59,17.3,101,1.4,,1.7,,197,,36,1.5,,2.63,1.2,,5.32,5.58,,,21.8,
"WB3","WB","ISCO",1,1991-04-09,1991,4,9,16,"SPRING",103,39,8.4,65,54,139,1.4,,1.3,,336,,38,1.8,,5.89,-1.9,,5.09,5.23,,,31.5,
"EB8","EB","ISCO",2,1991-04-10,1991,4,10,16,"SPRING",65,25,5.1,58,18.5,104,1.4,,1.8,,215,,36,1.5,,2.57,1.5,,5.29,5.59,,,21.7,
"WB3","WB","ISCO",2,1991-04-10,1991,4,10,16,"SPRING",100,39,7.7,64,54.6,142,1.4,,1.4,,376,,38,1.8,,5.75,-1.2,,5.06,5.24,,,32.5,
"EB8","EB","ISCO",3,1991-04-11,1991,4,11,16,"SPRING",65,26,5.4,59,16.4,105,1.4,,1.8,,203,,36,1.5,,3.02,0.9,,5.29,5.52,,,21.7,
"WB3","WB","ISCO",3,1991-04-11,1991,4,11,16,"SPRING",101,39,7.7,65,55.6,144,1.4,,1.4,,345,,39,1.8,,5.13,0.6,,5.18,5.29,,,31.4,
"EB8","EB","ISCO",4,1991-04-12,1991,4,12,16,"SPRING",65,26,5.1,60,15.9,106,1.4,,1.8,,170,,38,1.5,,2.45,2.2,,5.36,5.61,,,21.8,
"WB3","WB","ISCO",4,1991-04-12,1991,4,12,16,"SPRING",99,39,7.9,67,52.2,140,1.4,,1.3,,289,,40,1.9,,4.37,1.7,,5.22,5.36,,,30.5,
"EB8","EB","ISCO",5,1991-04-13,1991,4,13,16,"SPRING",66,26,5.4,61,14.2,105,1.4,,1.6,,163,,39,1.6,,2.19,3.9,,5.37,5.66,,,21.7,
"WB3","WB","ISCO",5,1991-04-13,1991,4,13,16,"SPRING",99,39,7.7,69,48,137,1.4,,1.2,,246,,42,2.1,,3.55,2.7,,5.36,5.45,,,29.8,
"EB8","EB","ISCO",6,1991-04-14,1991,4,14,16,"SPRING",68,26,5.9,63,13.3,107,1.4,,1.6,,149,,40,1.6,,1.95,2.1,,5.36,5.71,,,21.9,
"WB3","WB","ISCO",6,1991-04-14,1991,4,14,16,"SPRING",99,39,7.9,70,46.3,134,1.4,,1.2,,213,,43,2.2,,2.69,1.6,,5.29,5.57,,,29.3,
"EB8","EB","ISCO",7,1991-04-15,1991,4,15,16,"SPRING",68,26,5.6,64,12.7,108,1.4,,1.6,,140,,42,1.7,,2.04,0.7,,5.4,5.69,,,21.9,
"WB3","WB","ISCO",7,1991-04-15,1991,4,15,16,"SPRING",98,39,7.7,72,45.3,130,1.4,,1.2,,194,,44,2.2,,2.51,0.4,,5.3,5.6,,,28.9,
"WB3","WB","DUP",,1991-04-16,1991,4,16,11,"SPRING",95,39,7.4,70,44.6,132,1.4,,1.1,0.4,211,38,44,2,,3.09,1.3,2.54,5.32,5.51,,,28.8,
"WB3","WB","REG",,1991-04-16,1991,4,16,11,"SPRING",95,39,7.7,70,46.1,132,1.4,,1.1,0.4,210,42,43,2.1,,3.31,2.7,2.27,5.28,5.48,,,28.8,
"EB8","EB","REG",,1991-04-16,1991,4,16,12,"SPRING",65,26,5.4,61,13.2,108,1.4,,1.5,0.4,162,53,40,1.6,,2.19,4.6,3.38,5.42,5.66,,,21.4,
"EB8","EB","ISCO",5,1991-04-18,1991,4,18,20,"SPRING",67,26,5.4,62,11.1,102,1.4,,1.6,,128,,43,1.7,,3.47,-1.3,,5.3,5.46,,,21.7,
"WB3","WB","ISCO",5,1991-04-18,1991,4,18,20,"SPRING",95,39,8.2,72,44.6,132,1.4,,1.7,,144,,46,2.2,,2.75,2.5,,5.45,5.56,,,29,
"EB8","EB","ISCO",5,1991-04-20,1991,4,20,16,"SPRING",67,26,5.9,66,10.6,109,1.4,,1.9,,135,,43,1.7,,1.95,2.5,,5.47,5.71,,,21.9,
"WB3","WB","ISCO",5,1991-04-20,1991,4,20,16,"SPRING",98,40,8.2,75,45.9,132,1.4,,1.4,,167,,46,2.2,,2.88,2,,5.39,5.54,,,28.9,
"EB8","EB","ISCO",6,1991-04-21,1991,4,21,16,"SPRING",66,26,5.6,64,10.7,108,1.4,,1.9,,142,,47,1.6,,2.29,2.2,,5.46,5.64,,,21.6,
"WB3","WB","ISCO",6,1991-04-21,1991,4,21,16,"SPRING",93,38,8.4,73,43,128,1.4,,1.5,,156,,44,2.1,,2.51,1.9,,5.42,5.6,,,28,
"EB8","EB","ISCO",8,1991-04-21,1991,4,21,20,"SPRING",61,24,5.6,58,10.8,100,1.4,,2.4,,197,,35,1.4,,3.31,2.2,,5.39,5.48,,,20.1,
"WB3","WB","ISCO",7,1991-04-21,1991,4,21,20,"SPRING",99,40,10.2,68,49,148,3.32,,2,,285,,40,1.8,,4.68,-0.1,,5.22,5.33,,,31,
"EB8","EB","ISCO",9,1991-04-21,1991,4,21,22,"SPRING",61,25,5.4,57,12.9,101,1.4,,2.6,,220,,35,1.5,,3.31,1.5,,5.29,5.48,,,20.3,
"WB3","WB","ISCO",8,1991-04-21,1991,4,21,22,"SPRING",102,40,11.8,67,56,155,3.32,,2.1,,396,,35,1.7,,6.61,-3.5,,5.06,5.18,,,32.5,
"EB8","EB","ISCO",11,1991-04-22,1991,4,22,2,"SPRING",60,24,5.1,55,13.7,102,1.4,,2.5,,242,,33,1.4,,3.89,0,,5.28,5.41,,,20.5,
"WB3","WB","ISCO",10,1991-04-22,1991,4,22,2,"SPRING",103,41,10.2,62,62.3,159,1.4,,2,,432,,35,1.6,,7.24,-7.5,,4.96,5.14,,,33.3,
"EB8","EB","ISCO",12,1991-04-22,1991,4,22,4,"SPRING",62,24,5.4,55,14.6,102,1.4,,2.5,,244,,33,1.4,,3.8,0,,5.26,5.42,,,20.5,
"WB3","WB","ISCO",11,1991-04-22,1991,4,22,4,"SPRING",103,41,10.2,62,63.4,161,1.4,,1.9,,456,,36,1.6,,8.91,-6.1,,4.98,5.05,,,33.9,
"EB8","EB","ISCO",14,1991-04-22,1991,4,22,8,"SPRING",61,24,5.4,55,14.7,101,1.4,,2.3,,234,,34,1.4,,4.57,0.4,,5.27,5.34,,,21.1,
"WB3","WB","ISCO",13,1991-04-22,1991,4,22,8,"SPRING",101,40,9.5,61,62.6,156,1.4,,1.8,,444,,36,1.5,,9.12,-4.5,,5.01,5.04,,,34.5,
"EB8","EB","ISCO",18,1991-04-22,1991,4,22,16,"SPRING",61,24,5.4,56,14.7,103,1.4,,2.3,,235,,33,1.4,,4.47,-0.4,,5.26,5.35,,,20.7,
"WB3","WB","ISCO",17,1991-04-22,1991,4,22,16,"SPRING",104,41,9.5,63,64.3,157,1.4,,1.8,,436,,36,1.7,,7.76,-1.9,,5.05,5.11,,,33.4,
"EB8","EB","ISCO",23,1991-04-23,1991,4,23,2,"SPRING",61,24,5.6,57,15.1,103,1.4,,2.2,,224,,34,1.4,,4.27,0.4,,5.29,5.37,,,20.9,
"WB3","WB","ISCO",22,1991-04-23,1991,4,23,2,"SPRING",104,41,8.9,64,63.7,155,1.4,,1.8,,418,,46,1.7,,7.59,-1.3,,5.06,5.12,,,33,
"WB3","WB","REG",,1991-04-23,1991,4,23,13,"SPRING",104,40,8.9,64,63,155,1.4,,1.6,0.4,354,58,39,1.8,,6.76,-3.9,1.53,5.11,5.17,,,32.2,
"WB3","WB","REP",,1991-04-23,1991,4,23,13,"SPRING",104,40,8.7,64,63.5,155,1.4,,1.6,0.4,360,57,38,1.8,,6.61,-4.4,1.34,5.05,5.18,,,32.2,
"EB8","EB","REG",,1991-04-23,1991,4,23,14,"SPRING",62,25,5.1,57,14.7,106,1.4,,2.1,0.4,,,36,1.5,,3.98,-0.4,2.25,5.25,5.4,,,20.8,
"EB8","EB","ISCO",4,1991-04-26,1991,4,26,16,"SPRING",66,25,5.6,61,8.3,102,1.4,,1.8,,143,,40,1.7,,2.51,3.2,,5.36,5.6,,,21.4,
"WB3","WB","ISCO",4,1991-04-26,1991,4,26,16,"SPRING",100,39,8.7,71,45,131,1.4,,1.3,,187,,42,2.2,,3.63,-0.1,,5.19,5.44,,,30,
"EB8","EB","ISCO",6,1991-04-28,1991,4,28,16,"SPRING",66,26,5.9,63,6.9,104,1.4,,1.7,,135,,42,1.8,,2,5.2,,5.48,5.7,,,21.5,
"WB3","WB","ISCO",6,1991-04-28,1991,4,28,16,"SPRING",97,39,8.2,72,40.7,128,1.4,,1.2,,150,,45,2.3,,2.95,1.5,,5.29,5.53,,,29.1,
"EB8","EB","REG",,1991-04-30,1991,4,30,13,"SPRING",67,24,6.6,65,5.6,111,1.4,,1.8,0.5,132,52,45,1.8,,2.34,5.5,4.59,5.46,5.63,,,21.8,
"WB3","WB","DUP",,1991-04-30,1991,4,30,14,"SPRING",94,37,8.9,73,38.5,133,1.4,,1.2,0.4,140,35,49,2.4,,2.88,2.6,3.21,5.36,5.54,,,28.3,
"WB3","WB","REG",,1991-04-30,1991,4,30,14,"SPRING",94,37,8.4,74,38.3,132,1.4,,1.2,0.4,135,29,49,2.4,,3.31,2.8,3.72,5.42,5.48,,,28.3,
"WB3","WB","ISCO",4,1991-05-03,1991,5,3,16,"SPRING",94,39,8.7,75,38.1,130,1.4,,1.1,,127,,47,2.4,,2.34,6.2,,5.49,5.63,,,28.3,
"WB3","WB","ISCO",6,1991-05-05,1991,5,5,16,"SPRING",95,38,9.2,74,38.9,131,1.4,,1.3,,125,,46,2.3,,2.24,5.7,,5.48,5.65,,,29,
"WB3","WB","ISCO",7,1991-05-06,1991,5,6,16,"SPRING",95,38,8.7,74,36.4,129,1.4,,1.3,,117,,46,2.3,,2.04,5.9,,5.5,5.69,,,28.4,
"WB3","WB","ISCO",8,1991-05-06,1991,5,6,24,"SPRING",93,37,9.2,66,38.6,123,1.4,,2.1,,202,,39,1.9,,2.63,7,,5.44,5.58,,,27.1,
